experience_level,current_difficulty,target_reps,completed_reps,completion_rate,correct_rep_percentage,average_form_score,previous_form_score,performance_trend,sessions_completed,rpe,next_difficulty_action
ADVANCED,EASY,15,15,1.0,0.5510604038674678,86.21935606077602,76.3335669658042,9.885789094971827,15,1,INCREASE
INTERMEDIATE,EASY,10,7,0.7,0.5176809083981995,93.38133564267842,57.64771102805151,35.73362461462691,28,5,MAINTAIN
INTERMEDIATE,MEDIUM,12,12,1.0,0.946276526601819,86.17652399648534,83.89040462839276,2.286119368092585,30,8,MAINTAIN
ADVANCED,EASY,9,8,0.8888888888888888,0.6263665101335067,90.06663583278336,99.4789802935348,-9.412344460751441,8,10,MAINTAIN
INTERMEDIATE,EASY,11,7,0.6363636363636364,0.9295924117278359,80.07958346807098,71.1966628940464,8.882920574024581,4,6,MAINTAIN
INTERMEDIATE,EASY,15,9,0.6,0.5898912610190408,82.8255376532428,97.96336223360697,-15.137824580364168,44,10,DECREASE
BEGINNER,EASY,14,11,0.7857142857142857,0.9799068034878153,62.85142033446912,87.55795220024169,-24.70653186577257,50,8,MAINTAIN
BEGINNER,HARD,12,10,0.8333333333333334,0.7496799135247345,84.71630844915092,54.92352740111584,29.792781048035074,25,3,INCREASE
INTERMEDIATE,EASY,8,6,0.75,0.9510522214584068,80.53347680302225,50.51288121992952,30.020595583092735,1,4,INCREASE
ADVANCED,EASY,13,10,0.7692307692307693,0.6188608397764289,81.32416413418561,80.60446775038533,0.719696383800283,18,7,MAINTAIN
INTERMEDIATE,HARD,9,6,0.6666666666666666,0.6848111148719309,94.10174750752921,90.82382142222812,3.2779260853010896,16,4,MAINTAIN
ADVANCED,HARD,13,10,0.7692307692307693,0.835128480866074,82.43966924998833,65.32292310121849,17.116746148769835,37,8,MAINTAIN
BEGINNER,HARD,9,9,1.0,0.5556857473565084,64.42622268276466,67.94527113132754,-3.5190484485628843,28,2,MAINTAIN
ADVANCED,HARD,11,9,0.8181818181818182,0.8952109434616478,80.38911749510993,85.72802402269676,-5.338906527586829,46,6,MAINTAIN
INTERMEDIATE,EASY,11,11,1.0,0.8895185594139237,89.87951621061276,80.05959580797739,9.819920402635375,26,1,INCREASE
INTERMEDIATE,HARD,13,10,0.7692307692307693,0.9059141346323172,61.0587436610071,55.19668432445484,5.862059336552257,20,10,MAINTAIN
BEGINNER,EASY,15,14,0.9333333333333333,0.576667440610827,98.85522560598216,74.90691658847865,23.948309017503504,32,7,MAINTAIN
ADVANCED,EASY,15,9,0.6,0.7671286479373012,73.94466253798468,90.01749406992566,-16.072831531940977,17,4,MAINTAIN
ADVANCED,HARD,15,11,0.7333333333333333,0.6833052906874046,68.60058490803138,68.89401349952989,-0.2934285914985111,37,5,MAINTAIN
INTERMEDIATE,HARD,8,6,0.75,0.7152579930918879,84.70906911498696,55.9836614513759,28.72540766361106,39,7,MAINTAIN
ADVANCED,MEDIUM,10,7,0.7,0.7149239820015267,69.85326358311693,76.99785795074254,-7.144594367625615,14,1,MAINTAIN
INTERMEDIATE,HARD,9,9,1.0,0.7311459802812025,59.08632170832013,79.11040229513424,-20.024080586814108,13,2,MAINTAIN
INTERMEDIATE,MEDIUM,8,7,0.875,0.7754067317697735,57.04041923770208,83.44931404304691,-26.40889480534483,45,5,MAINTAIN
INTERMEDIATE,EASY,9,9,1.0,0.5692718336888589,79.95639783172594,74.94253901598834,5.013858815737592,3,1,INCREASE
ADVANCED,HARD,14,9,0.6428571428571429,0.5380854781328009,87.11797090878242,94.43387739715055,-7.315906488368128,44,5,MAINTAIN
INTERMEDIATE,MEDIUM,10,10,1.0,0.9591574290651119,56.61739602518115,53.3003957244005,3.3170003007806486,24,8,MAINTAIN
ADVANCED,HARD,15,9,0.6,0.5615433865555651,59.841588198765685,59.56706834446078,0.27451985430490566,47,7,DECREASE
ADVANCED,EASY,12,6,0.5,0.7101241872261709,90.33504045627699,50.23356860994991,40.10147184632707,36,10,MAINTAIN
BEGINNER,MEDIUM,15,11,0.7333333333333333,0.9020463309617515,81.95667430275208,71.47698776740278,10.479686535349302,17,2,INCREASE
BEGINNER,MEDIUM,10,10,1.0,0.6488752276778499,85.366780336177,84.33410913266042,1.0326712035165855,49,9,MAINTAIN
INTERMEDIATE,MEDIUM,13,7,0.5384615384615384,0.911576632035894,51.35906057667198,91.13922926332737,-39.78016868665539,16,1,MAINTAIN
BEGINNER,EASY,12,10,0.8333333333333334,0.8827406328857547,89.25610263681654,65.17384790568333,24.082254731133204,14,9,MAINTAIN
ADVANCED,HARD,9,6,0.6666666666666666,0.6567121849290773,93.65694631045963,83.67913935515405,9.977806955305581,13,10,MAINTAIN
ADVANCED,EASY,10,7,0.7,0.7408241479211595,66.27764464847473,76.89038503831128,-10.612740389836546,31,10,DECREASE
INTERMEDIATE,MEDIUM,13,12,0.9230769230769231,0.5612446812516207,50.63438183345751,53.32847548434804,-2.6940936508905295,15,9,MAINTAIN
INTERMEDIATE,MEDIUM,11,8,0.7272727272727273,0.7341356198816704,60.961843987612035,95.91004346969356,-34.94819948208153,4,9,DECREASE
ADVANCED,MEDIUM,10,10,1.0,0.6604450519178451,56.96425303305113,94.72930324726946,-37.76505021421833,29,5,MAINTAIN
BEGINNER,EASY,8,7,0.875,0.870742132250621,60.6540583630773,89.10026400721553,-28.44620564413823,31,2,MAINTAIN
BEGINNER,MEDIUM,15,15,1.0,0.7138760548979143,84.89383719508106,61.853511286646885,23.040325908434177,37,9,MAINTAIN
ADVANCED,MEDIUM,12,6,0.5,0.7474366119522692,76.80645612941808,87.42327744573066,-10.616821316312581,23,7,MAINTAIN
INTERMEDIATE,MEDIUM,10,9,0.9,0.6289487245385246,62.36183315213349,86.02088387865723,-23.659050726523738,40,8,MAINTAIN
INTERMEDIATE,MEDIUM,12,9,0.75,0.9926527192848942,71.53481294781558,74.34495725665984,-2.810144308844258,31,2,MAINTAIN
INTERMEDIATE,EASY,8,4,0.5,0.507352150975444,71.16524276307544,77.11605424227562,-5.950811479200183,27,1,MAINTAIN
BEGINNER,HARD,8,5,0.625,0.798048617969246,64.52257825713667,98.20912836344945,-33.68655010631278,46,4,MAINTAIN
ADVANCED,HARD,8,7,0.875,0.6502856743803352,83.58456204788656,58.43849388796973,25.146068159916837,33,1,INCREASE
ADVANCED,HARD,10,6,0.6,0.697579670606419,72.36877271812577,73.3237596897956,-0.9549869716698254,42,1,MAINTAIN
BEGINNER,EASY,10,6,0.6,0.6692473224839297,83.21949870093921,63.44158206649845,19.777916634440764,44,1,MAINTAIN
ADVANCED,HARD,12,8,0.6666666666666666,0.6012794542098843,90.1134538283628,76.35411931337482,13.75933451498797,39,8,MAINTAIN
INTERMEDIATE,HARD,11,9,0.8181818181818182,0.9668012962539541,52.618025285310814,55.19200360860428,-2.573978323293467,50,10,MAINTAIN
BEGINNER,MEDIUM,13,12,0.9230769230769231,0.7585926641216092,67.05075683514335,69.89626646312469,-2.845509627981343,41,7,MAINTAIN
ADVANCED,EASY,8,5,0.625,0.5989582604034309,94.98439877517603,67.4729108295368,27.51148794563923,7,9,MAINTAIN
BEGINNER,MEDIUM,15,10,0.6666666666666666,0.7612268598623562,90.51064235823245,69.58525908626154,20.9253832719709,8,2,INCREASE
INTERMEDIATE,MEDIUM,9,7,0.7777777777777778,0.8328982714299721,64.53061715375676,77.188153541529,-12.65753638777224,40,1,MAINTAIN
INTERMEDIATE,MEDIUM,13,7,0.5384615384615384,0.8849347107376295,60.207370650522506,62.23063173282614,-2.023261082303634,27,4,MAINTAIN
ADVANCED,EASY,15,16,1.0,0.8008841468597648,66.5763215670762,73.69834872406676,-7.122027156990555,28,5,MAINTAIN
ADVANCED,MEDIUM,15,16,1.0,0.8284407510537926,98.04966544710808,82.45475929776953,15.594906149338556,40,3,INCREASE
BEGINNER,EASY,9,7,0.7777777777777778,0.9282433240434909,68.12693133854266,94.35432241675502,-26.227391078212364,16,4,MAINTAIN
INTERMEDIATE,HARD,11,9,0.8181818181818182,0.7204780901977594,73.72397688423936,78.44974238895442,-4.725765504715056,23,8,MAINTAIN
BEGINNER,HARD,14,14,1.0,0.667610463646366,60.669873470256405,92.35093716792798,-31.681063697671576,16,9,MAINTAIN
BEGINNER,MEDIUM,8,8,1.0,0.5194512285173516,83.20360980136866,50.95279990881668,32.25080989255198,10,7,MAINTAIN
INTERMEDIATE,EASY,11,9,0.8181818181818182,0.5683775018461521,58.49219281112198,96.26747529658331,-37.77528248546133,14,5,MAINTAIN
BEGINNER,MEDIUM,14,7,0.5,0.7869941537175902,81.36000358102606,92.24715140175752,-10.887147820731457,48,7,MAINTAIN
INTERMEDIATE,HARD,15,15,1.0,0.8412842664111879,57.70464518323808,51.212225365906455,6.492419817331623,24,7,MAINTAIN
ADVANCED,MEDIUM,14,14,1.0,0.9080563472507476,81.34796761329261,68.1231255029181,13.22484211037451,37,2,INCREASE
BEGINNER,EASY,12,6,0.5,0.6612284987767747,63.012667523611306,67.61862100179648,-4.605953478185178,47,6,DECREASE
INTERMEDIATE,MEDIUM,10,10,1.0,0.5586475432619754,62.54299028859169,97.83544604182634,-35.292455753234655,29,5,MAINTAIN
INTERMEDIATE,MEDIUM,10,9,0.9,0.7163456033537865,66.29061403753553,96.34822504724406,-30.057611009708523,48,1,MAINTAIN
ADVANCED,HARD,12,9,0.75,0.5638717409213321,70.74778489852515,65.1939251038554,5.553859794669748,41,2,MAINTAIN
ADVANCED,HARD,10,8,0.8,0.5700068857333449,89.74666210535017,80.01388606357372,9.732776041776447,14,4,MAINTAIN
ADVANCED,EASY,13,9,0.6923076923076923,0.9539273722806287,74.12460284543633,56.878194031302435,17.246408814133893,18,6,MAINTAIN
INTERMEDIATE,MEDIUM,12,7,0.5833333333333334,0.5966114776583487,80.15445068794706,88.54970059905416,-8.3952499111071,10,1,MAINTAIN
INTERMEDIATE,MEDIUM,11,11,1.0,0.9952770353128715,91.84388711017914,91.06387631069202,0.7800107994871155,34,4,INCREASE
ADVANCED,HARD,15,12,0.8,0.7817740222996562,52.62355950777237,75.79848527853653,-23.174925770764162,23,10,DECREASE
ADVANCED,MEDIUM,15,9,0.6,0.9504215400763883,88.25209457478101,70.62592231695913,17.626172257821878,37,8,MAINTAIN
INTERMEDIATE,HARD,13,8,0.6153846153846154,0.6725764517901209,98.33951348871005,58.02594847722281,40.31356501148724,22,2,MAINTAIN
ADVANCED,EASY,8,8,1.0,0.9321838761258657,56.6081393684739,62.0411804541899,-5.433041085715999,32,6,MAINTAIN
INTERMEDIATE,HARD,8,8,1.0,0.9696572841819902,97.08932006420991,57.18733882727353,39.901981236936386,33,1,INCREASE
ADVANCED,HARD,10,7,0.7,0.5396604061200592,92.34904383109844,70.49283090780173,21.85621292329671,32,5,MAINTAIN
ADVANCED,EASY,8,8,1.0,0.9294935155842443,56.227270490690785,99.67058691513685,-43.44331642444607,7,9,MAINTAIN
BEGINNER,HARD,11,9,0.8181818181818182,0.670348008325357,79.64989974200408,54.565318128536695,25.084581613467385,33,3,MAINTAIN
INTERMEDIATE,HARD,13,13,1.0,0.8738901050193442,75.57541315501963,78.68512972738098,-3.10971657236135,48,7,MAINTAIN
INTERMEDIATE,MEDIUM,10,7,0.7,0.8263640579607013,73.50277965098265,88.42029793089037,-14.917518279907725,25,2,MAINTAIN
ADVANCED,MEDIUM,9,9,1.0,0.647446114117793,81.12504449814125,63.72019208521888,17.404852412922367,27,3,INCREASE
BEGINNER,EASY,14,14,1.0,0.6226847300588374,65.77643343311374,63.08422555448355,2.6922078786301853,6,1,MAINTAIN
BEGINNER,EASY,13,11,0.8461538461538461,0.7684342098154309,56.675524058117475,57.652763484932976,-0.9772394268155011,21,9,MAINTAIN
ADVANCED,MEDIUM,9,5,0.5555555555555556,0.5125002850650477,55.98736586482882,62.37108192374674,-6.383716058917926,23,8,DECREASE
BEGINNER,MEDIUM,10,9,0.9,0.8418009756706433,51.09462623922625,96.75678302608847,-45.66215678686222,21,4,MAINTAIN
INTERMEDIATE,MEDIUM,10,10,1.0,0.6866831301319544,91.83562206480647,57.54347398451617,34.2921480802903,21,6,INCREASE
ADVANCED,MEDIUM,15,11,0.7333333333333333,0.6252093617328267,82.30765978000471,64.28458299177134,18.023076788233368,29,1,MAINTAIN
ADVANCED,MEDIUM,8,8,1.0,0.535417455152433,51.95911413072925,73.9252334510688,-21.96611932033956,34,6,MAINTAIN
ADVANCED,MEDIUM,12,12,1.0,0.5243118390909898,88.12246115784527,78.78369441872375,9.33876673912151,9,4,MAINTAIN
ADVANCED,MEDIUM,14,9,0.6428571428571429,0.8680834918918343,87.369968158622,59.12628757924324,28.24368057937876,23,1,INCREASE
BEGINNER,EASY,8,5,0.625,0.7894350092851941,69.80251978179382,88.74760903341357,-18.94508925161975,18,1,MAINTAIN
ADVANCED,HARD,10,10,1.0,0.720185595876689,82.81807991696394,73.56518294047888,9.252896976485061,14,2,INCREASE
ADVANCED,HARD,11,10,0.9090909090909091,0.5108956771467439,66.08218012635713,66.80038961731287,-0.7182094909557435,7,1,MAINTAIN
INTERMEDIATE,HARD,9,6,0.6666666666666666,0.8559439623527401,57.25075407393045,96.71786570909589,-39.46711163516544,48,5,MAINTAIN
ADVANCED,MEDIUM,14,10,0.7142857142857143,0.7428211353649963,92.47981151566445,67.31694427847411,25.16286723719034,41,6,MAINTAIN
ADVANCED,HARD,10,6,0.6,0.9362637697888291,53.669507024826025,83.19880773720716,-29.529300712381136,21,5,MAINTAIN
ADVANCED,MEDIUM,13,11,0.8461538461538461,0.7300534464001676,75.70515256746755,51.85853987872691,23.84661268874064,15,6,MAINTAIN
BEGINNER,MEDIUM,10,8,0.8,0.9982243362535066,86.36186213721837,74.8463460183134,11.51551611890497,43,4,INCREASE
BEGINNER,MEDIUM,8,5,0.625,0.5640169928189485,59.50122304623582,50.86028772004932,8.6409353261865,31,4,MAINTAIN
BEGINNER,HARD,12,7,0.5833333333333334,0.5672132051312574,79.68922857091613,69.85062797077617,9.838600600139955,43,2,MAINTAIN
INTERMEDIATE,EASY,12,8,0.6666666666666666,0.9775384064252834,88.80590806056037,68.85286370528945,19.95304435527092,34,5,INCREASE
BEGINNER,HARD,12,6,0.5,0.5862535063454781,70.07108090511029,85.69999159200685,-15.62891068689656,44,3,MAINTAIN
BEGINNER,MEDIUM,14,13,0.9285714285714286,0.5189105407582093,95.606284155911,78.87449754487378,16.731786611037222,45,9,MAINTAIN
INTERMEDIATE,HARD,9,9,1.0,0.5290106462023233,86.40810508894921,91.15161541122833,-4.743510322279121,1,2,MAINTAIN
INTERMEDIATE,MEDIUM,10,7,0.7,0.6510045528048131,96.43862565544786,57.483366877354364,38.9552587780935,43,10,MAINTAIN
ADVANCED,MEDIUM,13,12,0.9230769230769231,0.6867415932377112,63.91578786294767,98.13647728158605,-34.220689418638386,40,3,MAINTAIN
ADVANCED,EASY,15,12,0.8,0.6194156200979255,93.57468174813637,54.04823569444958,39.52644605368679,46,9,MAINTAIN
INTERMEDIATE,EASY,13,7,0.5384615384615384,0.7032443443871144,89.84358190357132,69.02186494145244,20.821716962118884,37,1,MAINTAIN
ADVANCED,MEDIUM,11,7,0.6363636363636364,0.7578059156879489,51.28546647853993,92.5833991013993,-41.29793262285936,6,4,MAINTAIN
INTERMEDIATE,HARD,9,8,0.8888888888888888,0.7936474701370423,56.418617475757884,82.99384838781577,-26.57523091205789,2,4,MAINTAIN
ADVANCED,EASY,12,11,0.9166666666666666,0.6188610306449269,77.56148136813329,65.41370445747073,12.147776910662557,37,8,MAINTAIN
ADVANCED,MEDIUM,11,7,0.6363636363636364,0.7913090854020541,55.15544915580733,99.42147233682823,-44.2660231810209,15,6,MAINTAIN
BEGINNER,EASY,11,8,0.7272727272727273,0.6794275061805788,95.56999331361202,70.89655741627884,24.673435897333178,1,5,MAINTAIN
BEGINNER,MEDIUM,11,8,0.7272727272727273,0.716148534292711,81.59468400495604,87.31249333120826,-5.7178093262522225,35,7,MAINTAIN
INTERMEDIATE,MEDIUM,15,15,1.0,0.6963210625651866,82.93826495817547,54.58220922914174,28.356055729033727,7,5,INCREASE
BEGINNER,EASY,10,8,0.8,0.8504312154697666,93.82629378377794,52.34737919026519,41.478914593512755,4,4,INCREASE
BEGINNER,HARD,11,7,0.6363636363636364,0.6028456326964198,89.91635244475799,89.80129367452653,0.11505877023145672,7,1,MAINTAIN
INTERMEDIATE,HARD,15,8,0.5333333333333333,0.9079708725343933,91.53027638109859,95.54086590520862,-4.010589524110031,24,1,MAINTAIN
ADVANCED,EASY,8,7,0.875,0.7340725871776719,97.69659234221767,90.68530404111333,7.011288301104344,20,6,MAINTAIN
BEGINNER,MEDIUM,9,5,0.5555555555555556,0.5685227846784059,86.74763614160392,69.21677249445348,17.53086364715044,49,5,MAINTAIN
INTERMEDIATE,EASY,8,5,0.625,0.7921689968019023,92.40827624139365,54.6516054361675,37.75667080522615,1,5,MAINTAIN
ADVANCED,MEDIUM,12,10,0.8333333333333334,0.9593712590139802,73.41660497259184,77.42335991050163,-4.00675493790979,1,6,MAINTAIN
INTERMEDIATE,EASY,8,7,0.875,0.863655196871338,98.98086981868082,71.50809453317878,27.47277528550204,27,10,MAINTAIN
ADVANCED,HARD,8,4,0.5,0.6589537328382973,76.44698037383446,65.79556474407038,10.651415629764088,30,10,DECREASE
BEGINNER,EASY,8,4,0.5,0.7043911290054842,65.78568843344644,63.17869661620351,2.6069918172429283,25,6,MAINTAIN
BEGINNER,EASY,10,7,0.7,0.9994175093308568,87.36750879415771,82.39667708402774,4.970831710129971,35,8,MAINTAIN
BEGINNER,EASY,14,15,1.0,0.526080496053968,54.108241293996116,64.71701833018768,-10.608777036191569,15,8,MAINTAIN
ADVANCED,HARD,11,11,1.0,0.8916325281439619,79.50125139368151,58.67412420465236,20.827127189029156,4,9,MAINTAIN
ADVANCED,EASY,8,8,1.0,0.8243065490999917,65.58858290267159,98.87631197543021,-33.28772907275862,27,9,MAINTAIN
ADVANCED,HARD,8,7,0.875,0.7071635616437927,76.4517881224783,60.573801388210235,15.87798673426807,46,2,INCREASE
ADVANCED,HARD,11,6,0.5454545454545454,0.7327130299283955,90.94963826199415,50.95811784052257,39.991520421471584,8,1,MAINTAIN
ADVANCED,MEDIUM,14,11,0.7857142857142857,0.5585756824037009,84.68964339939974,95.94755049501691,-11.25790709561717,12,10,MAINTAIN
INTERMEDIATE,HARD,8,5,0.625,0.9869158092725884,74.2419025394986,76.5749818179708,-2.333079278472198,21,2,MAINTAIN
ADVANCED,MEDIUM,12,8,0.6666666666666666,0.6812725780970035,98.02112876428035,74.47240554914308,23.548723215137272,44,8,MAINTAIN
BEGINNER,HARD,9,9,1.0,0.910842582044974,74.87968178313554,53.007760075747754,21.871921707387784,4,10,MAINTAIN
INTERMEDIATE,HARD,13,11,0.8461538461538461,0.7710633510424425,69.06831496123193,77.13519039087845,-8.066875429646515,39,5,MAINTAIN
ADVANCED,HARD,10,5,0.5,0.7086975773933728,64.35067443802099,89.68788569908835,-25.337211261067367,16,6,DECREASE
INTERMEDIATE,HARD,14,14,1.0,0.6549186780173291,53.53592017349405,95.98926583157561,-42.45334565808156,48,9,MAINTAIN
INTERMEDIATE,HARD,9,5,0.5555555555555556,0.8918803944595965,81.8776818409851,80.13815364066454,1.7395282003205637,32,3,MAINTAIN
BEGINNER,EASY,10,8,0.8,0.7269656925750908,79.81563693139013,98.0743358906823,-18.258698959292175,32,8,MAINTAIN
BEGINNER,EASY,14,9,0.6428571428571429,0.7108244477763968,68.21566982567404,79.9684126815045,-11.752742855830462,7,4,MAINTAIN
BEGINNER,EASY,12,9,0.75,0.5077271801223675,66.05246700659222,87.97757552974564,-21.925108523153412,38,10,DECREASE
INTERMEDIATE,EASY,15,8,0.5333333333333333,0.5148109796005249,68.37649687470392,61.41689471710822,6.959602157595697,12,3,MAINTAIN
BEGINNER,EASY,15,9,0.6,0.8409072123716845,77.05338577260343,59.38208348050776,17.671302292095675,37,3,MAINTAIN
INTERMEDIATE,EASY,8,7,0.875,0.5773733446432359,87.50526228521485,75.85542159092236,11.649840694292493,13,1,INCREASE
INTERMEDIATE,MEDIUM,10,8,0.8,0.6438737864870259,66.91810702694202,88.0623258433912,-21.144218816449182,13,8,MAINTAIN
INTERMEDIATE,MEDIUM,13,8,0.6153846153846154,0.7724320988830913,73.77570770613687,65.95762972527801,7.81807798085886,35,2,MAINTAIN
INTERMEDIATE,MEDIUM,9,5,0.5555555555555556,0.5497783806202091,86.69965890679313,85.30451421414375,1.3951446926493816,42,3,MAINTAIN
ADVANCED,HARD,9,8,0.8888888888888888,0.707890398664338,97.11618577286157,98.44289814688038,-1.3267123740188111,28,10,MAINTAIN
BEGINNER,MEDIUM,14,8,0.5714285714285714,0.6197753791088263,52.17090353053398,91.94900217806783,-39.77809864753385,24,1,MAINTAIN
BEGINNER,EASY,12,11,0.9166666666666666,0.9428297288407659,51.11469686188798,71.700478782973,-20.585781921085015,26,5,MAINTAIN
INTERMEDIATE,HARD,10,10,1.0,0.7853049540012695,77.52215658847955,82.60701872985427,-5.084862141374728,13,3,INCREASE
BEGINNER,EASY,10,6,0.6,0.8832895225679442,96.42161889508596,86.13854207703989,10.28307681804607,23,8,MAINTAIN
ADVANCED,EASY,14,7,0.5,0.5554700248046982,59.613309827944,90.65224213780432,-31.03893230986032,15,3,DECREASE
INTERMEDIATE,HARD,10,6,0.6,0.5455806452494167,87.88750507433443,98.92657030704689,-11.03906523271246,21,8,MAINTAIN
BEGINNER,MEDIUM,12,8,0.6666666666666666,0.8625372325397556,69.14233059246044,63.04424023319134,6.098090359269101,9,10,MAINTAIN
INTERMEDIATE,HARD,13,7,0.5384615384615384,0.81564116464698,87.15870606910352,57.415603501204764,29.743102567898752,7,7,MAINTAIN
BEGINNER,HARD,11,6,0.5454545454545454,0.6019686348032134,97.93005668575285,65.46372743684424,32.46632924890861,45,10,MAINTAIN
INTERMEDIATE,HARD,14,14,1.0,0.830995188600472,71.78417648037436,77.70260722959955,-5.918430749225195,29,6,MAINTAIN
INTERMEDIATE,EASY,13,8,0.6153846153846154,0.7811567587007329,99.27601701667834,84.85908654343564,14.4169304732427,4,7,MAINTAIN
ADVANCED,MEDIUM,13,10,0.7692307692307693,0.7965337088783709,65.67383658267077,70.16165482475856,-4.4878182420877835,6,1,MAINTAIN
ADVANCED,MEDIUM,10,10,1.0,0.5554713026300545,96.99096920562931,88.57643274497516,8.414536460654148,41,1,INCREASE
BEGINNER,HARD,12,11,0.9166666666666666,0.9605445388281397,91.60259271755007,81.96479760854766,9.637795109002411,36,4,INCREASE
ADVANCED,HARD,12,10,0.8333333333333334,0.6013698743594422,66.72061430886649,76.16388643260692,-9.443272123740428,3,1,MAINTAIN
BEGINNER,HARD,15,14,0.9333333333333333,0.6201872129949473,82.84162453679757,94.47805065747212,-11.636426120674557,31,8,MAINTAIN
BEGINNER,MEDIUM,9,6,0.6666666666666666,0.7973857510014281,80.21636400395153,83.5876507643319,-3.3712867603803716,19,1,MAINTAIN
ADVANCED,HARD,15,8,0.5333333333333333,0.9938351904540104,78.55772686924968,85.26624237722552,-6.7085155079758465,28,8,MAINTAIN
INTERMEDIATE,EASY,9,5,0.5555555555555556,0.913321113432342,62.60029488877784,96.2263052532638,-33.626010364485964,31,5,MAINTAIN
ADVANCED,MEDIUM,8,5,0.625,0.7565970318273287,72.0022302577612,61.191714408894754,10.810515848866444,41,1,MAINTAIN
BEGINNER,HARD,9,8,0.8888888888888888,0.8165744351032229,55.67474505322126,67.8133285768717,-12.13858352365044,39,1,MAINTAIN
INTERMEDIATE,EASY,11,11,1.0,0.827287641243421,84.29809157845894,85.86456067101068,-1.566469092551742,15,8,MAINTAIN
ADVANCED,MEDIUM,15,15,1.0,0.7744540301585121,80.50535518440638,82.00976928504278,-1.5044141006363958,12,5,MAINTAIN
INTERMEDIATE,EASY,10,9,0.9,0.6639156360766763,63.92253365634723,83.32062012445877,-19.398086468111543,16,1,MAINTAIN
INTERMEDIATE,MEDIUM,13,11,0.8461538461538461,0.6744333274457155,73.81684822667455,63.8736472212247,9.94320100544985,49,1,MAINTAIN
BEGINNER,MEDIUM,11,11,1.0,0.5933376825736127,88.65087787906249,81.939236016677,6.711641862385491,24,9,MAINTAIN
BEGINNER,HARD,15,11,0.7333333333333333,0.8583742352086714,99.90604827929299,54.59930843106429,45.3067398482287,23,4,INCREASE
BEGINNER,HARD,9,8,0.8888888888888888,0.7067091507943878,78.33498230533945,94.95758762835774,-16.62260532301829,47,5,MAINTAIN
INTERMEDIATE,HARD,14,10,0.7142857142857143,0.5011169217891365,66.33449512168653,87.63598387219817,-21.301488750511638,44,4,MAINTAIN
BEGINNER,MEDIUM,10,10,1.0,0.7033769917962907,85.86888693277996,92.63510315001079,-6.766216217230834,2,8,MAINTAIN
INTERMEDIATE,MEDIUM,12,8,0.6666666666666666,0.7099911005100721,80.04757820668036,80.78981550876023,-0.7422373020798716,40,9,MAINTAIN
BEGINNER,EASY,8,7,0.875,0.8216318220201195,77.55584681604999,63.28714749420807,14.268699321841922,34,2,INCREASE
ADVANCED,MEDIUM,15,11,0.7333333333333333,0.8318796642093949,78.79538901791672,62.162917632889744,16.632471385026975,35,2,INCREASE
INTERMEDIATE,EASY,14,8,0.5714285714285714,0.5076336745373708,70.14064607615867,68.88014801501525,1.2604980611434229,46,4,MAINTAIN
BEGINNER,MEDIUM,15,10,0.6666666666666666,0.5772710768075973,55.683102219196186,77.72372120968814,-22.04061899049195,32,2,MAINTAIN
INTERMEDIATE,HARD,12,11,0.9166666666666666,0.5426558422025625,97.79778949071618,64.08768578360286,33.71010370711332,25,5,INCREASE
INTERMEDIATE,EASY,11,6,0.5454545454545454,0.81948231869477,99.22592661022449,63.14281898223481,36.08310762798968,13,8,MAINTAIN
ADVANCED,EASY,10,9,0.9,0.701615688336567,50.287436018903115,98.71067161036765,-48.42323559146454,38,10,DECREASE
ADVANCED,EASY,11,6,0.5454545454545454,0.7227363202815016,78.21619580071726,86.67145587601905,-8.455260075301794,33,1,MAINTAIN
ADVANCED,MEDIUM,9,7,0.7777777777777778,0.6333754404279864,95.81757649667026,78.12843506801481,17.689141428655446,48,6,MAINTAIN
BEGINNER,EASY,10,5,0.5,0.5330554833501318,61.97826030662631,90.37389126510155,-28.395630958475238,6,6,DECREASE
INTERMEDIATE,MEDIUM,9,9,1.0,0.7690049752397485,83.6628741140303,53.30172402459234,30.361150089437963,1,7,INCREASE
ADVANCED,EASY,9,6,0.6666666666666666,0.6692639059358585,77.39041402925075,60.164555660935015,17.225858368315734,50,3,MAINTAIN
BEGINNER,EASY,8,6,0.75,0.9522749515662687,76.75700636112056,70.64526166556189,6.11174469555867,46,6,MAINTAIN
ADVANCED,EASY,14,10,0.7142857142857143,0.9749440006334592,97.68933907515903,94.85986909360945,2.829469981549579,47,2,INCREASE
INTERMEDIATE,EASY,15,12,0.8,0.8592316358197609,62.97405897934647,77.47928855293642,-14.505229573589958,22,8,MAINTAIN
BEGINNER,MEDIUM,13,13,1.0,0.6163111859910191,55.945584683202135,84.59817453816117,-28.65258985495904,37,6,MAINTAIN
INTERMEDIATE,HARD,14,12,0.8571428571428571,0.6564501515352887,61.83475038938137,66.68366898335718,-4.84891859397581,9,9,MAINTAIN
BEGINNER,HARD,11,10,0.9090909090909091,0.7576440787517333,88.16473542531523,93.35968032063928,-5.194944895324056,23,6,MAINTAIN
BEGINNER,MEDIUM,13,13,1.0,0.7246452317513747,97.58320767782205,50.96649412464676,46.61671355317529,36,1,INCREASE
ADVANCED,MEDIUM,12,10,0.8333333333333334,0.5594823178058657,57.84771557639867,73.76162466589807,-15.913909089499398,45,7,MAINTAIN
INTERMEDIATE,HARD,15,11,0.7333333333333333,0.8965524982541568,57.163026070177146,96.42195586174289,-39.25892979156574,41,1,MAINTAIN
